stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
543,543,Honkapirtti,,60.42757459,22.149587,FÖLI,,0,,Europe/Helsinki
862,862,Kaupunginsairaala,,60.44166517,22.27626494,FÖLI,,0,,Europe/Helsinki
1602,1602,Verkahovi,,60.4574219,22.27283618,FÖLI,,0,,Europe/Helsinki
8002,8002,Leinakkala,,60.5758686,22.49075104,V-S ELY,,0,,Europe/Helsinki
6701,6701,Ilttula,,60.42237727,22.76670989,V-S ELY,,0,,Europe/Helsinki
580,580,Puhdistamo,,60.44674239,22.23408116,FÖLI,,0,,Europe/Helsinki
601,601,Rusthollinkatu,,60.41567703,22.26170903,FÖLI,,0,,Europe/Helsinki
6174,6174,Asematie,,60.42506768,22.51399948,FÖLI,,0,,Europe/Helsinki
2117,2117,Kauppakeskus Mylly,,60.49154694,22.20035648,FÖLI,,0,,Europe/Helsinki
3309,3309,Lempiöntie,,60.36217675,21.99165955,FÖLI,,0,,Europe/Helsinki
3299,3299,Mäntymäentie,,60.35843186,21.88590901,FÖLI,,0,,Europe/Helsinki
996,996,Itäinen Pitkäkatu,,60.44354043,22.27664065,FÖLI,,0,,Europe/Helsinki
1156,1156,Purolantie,,60.642128,22.42044489,FÖLI,,0,,Europe/Helsinki
5134,5134,Ylämaantie,,60.53979187,22.39028603,FÖLI,,0,,Europe/Helsinki
6109,6109,Solmukatu,,60.46479792,22.36726225,FÖLI,,0,,Europe/Helsinki
1120,1120,Krouvintie,,60.57105576,22.34592954,FÖLI,,0,,Europe/Helsinki
1814,1814,Hirvensalonsilta,,60.42116679,22.23394103,FÖLI,,0,,Europe/Helsinki
1512,1512,Tillerinkatu,,60.45811156,22.17806709,FÖLI,,0,,Europe/Helsinki
3293,3293,Kuristentie,,60.3715358,21.96259764,FÖLI,,0,,Europe/Helsinki
988,988,Ispoinen,,60.42727097,22.26865739,FÖLI,,0,,Europe/Helsinki
1503,1503,Lausteen koulu,,60.43273002,22.35901269,FÖLI,,0,,Europe/Helsinki
3171,3171,Herrankukkaro,,60.33519516,21.97991425,FÖLI,,0,,Europe/Helsinki
6116,6116,Ravattula,,60.47227003,22.36187883,FÖLI,,0,,Europe/Helsinki
3217,3217,Nuhjalan liikekeskus,,60.48431151,22.05235703,FÖLI,,0,,Europe/Helsinki
5194,5194,Liedon vanhainkoti,,60.52034996,22.45001189,FÖLI,,0,,Europe/Helsinki
946,946,Everstinkatu,,60.42693389,22.25743023,FÖLI,,0,,Europe/Helsinki
2035,2035,Kynölä,,60.47120498,22.11109634,FÖLI,,0,,Europe/Helsinki
743,743,Paavolanaukio,,60.4570915,22.17250211,FÖLI,,0,,Europe/Helsinki
2033,2033,Kaanaan koulu,,60.46792584,22.10823955,FÖLI,,0,,Europe/Helsinki
5225,5225,Palmuntie,,60.4692587,22.46466356,FÖLI,,0,,Europe/Helsinki
6095,6095,Uusi Littoistentie,,60.44660043,22.37497248,FÖLI,,0,,Europe/Helsinki
1705,1705,Rykmentintie,,60.41564151,22.26904121,FÖLI,,0,,Europe/Helsinki
2119,2119,Nikkarinkatu,,60.48958521,22.20729862,FÖLI,,0,,Europe/Helsinki
8134,8134,Paraisten kirkko E,,60.30233998,22.30195215,V-S ELY,,0,,Europe/Helsinki
213,213,Vesilaitos,,60.46188972,22.30481174,FÖLI,,0,,Europe/Helsinki
611,611,Ahjokatu,,60.44686528,22.15289277,FÖLI,,0,,Europe/Helsinki
1559,1559,Viilarinkatu,,60.47252602,22.23049264,FÖLI,,0,,Europe/Helsinki
551,551,Ykköspirtti,,60.42675859,22.10720055,FÖLI,,0,,Europe/Helsinki
1561,1561,Uimahalli,,60.47621832,22.26086106,FÖLI,,0,,Europe/Helsinki
356,356,Skanssinkatu,,60.42927645,22.31896544,FÖLI,,0,,Europe/Helsinki
6233,6233,"Piikkiö, 110-tie",,60.42276757,22.51909877,FÖLI,,0,,Europe/Helsinki
724,724,Artukaisten tehtaat,,60.44588096,22.18892894,FÖLI,,0,,Europe/Helsinki
5412,5412,Kaajan puutarha,,60.57526394,22.70534047,FÖLI,,0,,Europe/Helsinki
1721,1721,Luolavuoren koulu,,60.43128126,22.28182477,FÖLI,,0,,Europe/Helsinki
228,228,Virusmäenpuisto,,60.4663389,22.27962175,FÖLI,,0,,Europe/Helsinki
1167,1167,Levauksentie,,60.60136677,22.39948247,FÖLI,,0,,Europe/Helsinki
5463,5463,Pikku-Eura,,60.59558446,22.68662662,FÖLI,,0,,Europe/Helsinki
1584,1584,Moisiontie,,60.50982129,22.28834548,FÖLI,,0,,Europe/Helsinki
869,869,Hammasklinikka,,60.45056272,22.29161703,FÖLI,,0,,Europe/Helsinki
3247,3247,Inttiläntie,,60.45575766,21.97813011,FÖLI,,0,,Europe/Helsinki
T84,T84,Keskusta,,60.4502359,22.26998785,FÖLI,,0,,Europe/Helsinki
3266,3266,Huhtakarintie,,60.5153925,21.7584107,FÖLI,,0,,Europe/Helsinki
107,107,Koulukatu,,60.44703619,22.25613163,FÖLI,,0,,Europe/Helsinki
5041,5041,Närepolku,,60.51531857,22.4778154,FÖLI,,0,,Europe/Helsinki
450,450,Kuraattorinpolku,,60.46425309,22.29383626,FÖLI,,0,,Europe/Helsinki
451,451,Inspehtoorinkatu,,60.46213823,22.28818939,FÖLI,,0,,Europe/Helsinki
634,634,Kunnallissairaalantie,,60.44195065,22.27896442,FÖLI,,0,,Europe/Helsinki
471,471,Itäkaari,,60.43098656,22.33001436,FÖLI,,0,,Europe/Helsinki
904,904,Autokatsastus,,60.45656905,22.22779556,FÖLI,,0,,Europe/Helsinki
4067,4067,Vahdon kirkko,,60.60913032,22.30616177,FÖLI,,0,,Europe/Helsinki
6157,6157,Rojola,,60.42035245,22.47565252,FÖLI,,0,,Europe/Helsinki
526,526,Artturinkatu,,60.44836237,22.23839328,FÖLI,,0,,Europe/Helsinki
308,308,Pikkuhaankuja,,60.39648766,22.20573991,FÖLI,,0,,Europe/Helsinki
5340,5340,Lehtimäentie,,60.55805968,22.57849911,FÖLI,,0,,Europe/Helsinki
1621,1621,Maunu Tavastin katu,,60.47304468,22.3085696,FÖLI,,0,,Europe/Helsinki
6194,6194,Linnunpääntie,,60.39650913,22.56004821,FÖLI,,0,,Europe/Helsinki
5372,5372,Kurkela,,60.52259173,22.43355535,FÖLI,,0,,Europe/Helsinki
6005,6005,Kairiskulma,,60.4123376,22.31435128,FÖLI,,0,,Europe/Helsinki
6382,6382,Rukkikatu,,60.44690719,22.38302651,FÖLI,,0,,Europe/Helsinki
1152,1152,Välimaantie,,60.67320476,22.43698474,FÖLI,,0,,Europe/Helsinki
2151,2151,Alankoja,,60.50406073,22.23208442,FÖLI,,0,,Europe/Helsinki
1311,1311,Samppa,,60.36866793,22.12252276,FÖLI,,0,,Europe/Helsinki
1357,1357,Halvarinkatu,,60.40749974,22.23868923,FÖLI,,0,,Europe/Helsinki
1660,1660,Kuralankaarre,,60.46162281,22.32864592,FÖLI,,0,,Europe/Helsinki
225,225,Suutarinkatu,,60.46282152,22.27095698,FÖLI,,0,,Europe/Helsinki
831,831,Talpiankuja,,60.45073498,22.35636594,FÖLI,,0,,Europe/Helsinki
39,39,Rauninaukio,,60.46291389,22.26167582,FÖLI,,0,,Europe/Helsinki
1670,1670,Tierankatu,,60.4436962,22.31306552,FÖLI,,0,,Europe/Helsinki
2086,2086,Rankio,,60.46410754,22.15501461,FÖLI,,0,,Europe/Helsinki
3181,3181,Järvensuuntie,,60.45143658,21.90331777,FÖLI,,0,,Europe/Helsinki
319,319,Kuusistontie,,60.39932246,22.18393246,FÖLI,,0,,Europe/Helsinki
1400,1400,Mäenpääntie,,60.64986935,22.4267783,FÖLI,,0,,Europe/Helsinki
3149,3149,Velusmaantie,,60.3792808,21.94348797,FÖLI,,0,,Europe/Helsinki
6133,6133,Kaarinan keskusurheilukenttä,,60.40951964,22.3598539,FÖLI,,0,,Europe/Helsinki
3236,3236,Käkölä,,60.43195105,22.05071178,FÖLI,,0,,Europe/Helsinki
265,265,Linnasmäki,,60.48182083,22.30300023,FÖLI,,0,,Europe/Helsinki
5124,5124,"Liedon koulukeskus, laituri 4",,60.50071283,22.45200451,FÖLI,,0,,Europe/Helsinki
990,990,Takamaantie,,60.43089803,22.27331316,FÖLI,,0,,Europe/Helsinki
5420,5420,Postikuja,,60.58350546,22.74319558,FÖLI,,0,,Europe/Helsinki
1778,1778,Elisabetinkatu,,60.54050127,22.30884367,FÖLI,,0,,Europe/Helsinki
6038,6038,Hovipojankuja,,60.40665003,22.36315317,FÖLI,,0,,Europe/Helsinki
6747,6747,Leppämäentie,,60.4746056,22.66120647,V-S ELY,,0,,Europe/Helsinki
3277,3277,Ruokorauma,,60.40395952,21.95417503,FÖLI,,0,,Europe/Helsinki
6300,6300,Kylliäisentie,,60.3926549,22.39632181,FÖLI,,0,,Europe/Helsinki
1682,1682,Hautausmaantie,,60.43517834,22.31780564,FÖLI,,0,,Europe/Helsinki
744,744,Leppäkertunkatu,,60.45523255,22.16959286,FÖLI,,0,,Europe/Helsinki
173,173,Lukoilantie,,60.4667661,22.22908155,FÖLI,,0,,Europe/Helsinki
1376,1376,Säkyläntie,,60.62160677,22.42497036,FÖLI,,0,,Europe/Helsinki
1821,1821,Huolintakatu,,60.44268669,22.22428613,FÖLI,,0,,Europe/Helsinki
6244,6244,Pohtionvuori,,60.42984965,22.55387495,FÖLI,,0,,Europe/Helsinki
203,203,Autistenaukio,,60.46117087,22.26751983,FÖLI,,0,,Europe/Helsinki
1702,1702,Rusthollinkatu,,60.41602546,22.26240368,FÖLI,,0,,Europe/Helsinki
8123,8123,Söderby L,,60.30605999,22.32504458,V-S ELY,,0,,Europe/Helsinki
6141,6141,Voivala,,60.41122183,22.41199727,FÖLI,,0,,Europe/Helsinki
79,79,Turun satama (Viking),,60.43418878,22.22149708,FÖLI,,0,,Europe/Helsinki
309,309,Niittymäentie,,60.39427015,22.20085192,FÖLI,,0,,Europe/Helsinki
8011,8011,Pitkäniitty,,60.62028706,22.57953552,V-S ELY,,0,,Europe/Helsinki
624,624,Valkiasvuorentie,,60.47853668,22.274986,FÖLI,,0,,Europe/Helsinki
603,603,Tulppaanipolku,,60.49245339,22.24088191,FÖLI,,0,,Europe/Helsinki
349,349,Skanssi,,60.42789142,22.32303888,FÖLI,,0,,Europe/Helsinki
794,794,Kappeli,,60.4292765,22.30468773,FÖLI,,0,,Europe/Helsinki
5440,5440,Tarvasjoen kirkko,,60.58684963,22.73955726,FÖLI,,0,,Europe/Helsinki
756,756,Aunelantie,,60.45467436,22.19514358,FÖLI,,0,,Europe/Helsinki
615,615,Taskulantie,,60.47329016,22.27890137,FÖLI,,0,,Europe/Helsinki
3196,3196,Kurala,,60.3982691,21.87833584,FÖLI,,0,,Europe/Helsinki
3161,3161,Paavaistentie,,60.35369577,21.95791468,FÖLI,,0,,Europe/Helsinki
1276,1276,Käpälämäki,,60.37007816,22.25599939,FÖLI,,0,,Europe/Helsinki
6349,6349,Hakatie,,60.43436355,22.49780139,FÖLI,,0,,Europe/Helsinki
3206,3206,Raina-Säätiö,,60.49215459,22.06306151,FÖLI,,0,,Europe/Helsinki
6313,6313,Metsätie,,60.39029021,22.37069801,FÖLI,,0,,Europe/Helsinki
1392,1392,Ropontie,,60.56117811,22.35012803,FÖLI,,0,,Europe/Helsinki
6695,6695,Kurki,,60.39960934,22.79041728,V-S ELY,,0,,Europe/Helsinki
6054,6054,Aumatie,,60.41087194,22.40343095,FÖLI,,0,,Europe/Helsinki
310,310,Haarlahdentie,,60.39317916,22.19554385,FÖLI,,0,,Europe/Helsinki
812,812,Taoskuja,,60.47291226,22.23449749,FÖLI,,0,,Europe/Helsinki
6333,6333,Munste,,60.38552755,22.49656656,FÖLI,,0,,Europe/Helsinki
6214,6214,Linnanrauniontie,,60.39178299,22.39502822,FÖLI,,0,,Europe/Helsinki
1475,1475,Hamppukatu,,60.42116592,22.30084087,FÖLI,,0,,Europe/Helsinki
355,355,Kaistarniementie,,60.40163248,22.25463228,FÖLI,,0,,Europe/Helsinki
3209,3209,Nurmitie,,60.49860596,22.05323632,FÖLI,,0,,Europe/Helsinki
6286,6286,Ahmankatu,,60.4118006,22.3307709,FÖLI,,0,,Europe/Helsinki
220,220,Kaskenkatu,,60.44841794,22.27145391,FÖLI,,0,,Europe/Helsinki
4037,4037,Sattontie,,60.55298114,22.22530798,FÖLI,,0,,Europe/Helsinki
291,291,Wäinö Aaltosen museo,,60.44539061,22.26041203,FÖLI,,0,,Europe/Helsinki
3310,3310,Lehtismäentie,,60.49513531,22.06051095,FÖLI,,0,,Europe/Helsinki
147,147,Solkitarha,,60.48003799,22.29833999,FÖLI,,0,,Europe/Helsinki
5020,5020,Kirkkotie,,60.50253996,22.44864933,FÖLI,,0,,Europe/Helsinki
883,883,Pihkalankatu,,60.44355728,22.36399743,FÖLI,,0,,Europe/Helsinki
452,452,Pispalantie,,60.46125758,22.2866787,FÖLI,,0,,Europe/Helsinki
5411,5411,Kaajan puutarha,,60.57719841,22.70484583,FÖLI,,0,,Europe/Helsinki
6190,6190,Viukkala,,60.40281262,22.55097498,FÖLI,,0,,Europe/Helsinki
1502,1502,Lausteen koulu,,60.43291104,22.35853209,FÖLI,,0,,Europe/Helsinki
836,836,Hännikönkatu,,60.44267532,22.34749305,FÖLI,,0,,Europe/Helsinki
8028,8028,Säästökallio,,60.64784004,22.56469623,V-S ELY,,0,,Europe/Helsinki
36,36,Niitunniskantie,,60.46762403,22.24878677,FÖLI,,0,,Europe/Helsinki
6337,6337,Kiimaniityntie,,60.3910864,22.50277246,FÖLI,,0,,Europe/Helsinki
6607,6607,Vuohimäentie,,60.4514253,22.62197981,V-S ELY,,0,,Europe/Helsinki
8107,8107,Lielahdentie E,,60.33798124,22.36414233,V-S ELY,,0,,Europe/Helsinki
6142,6142,Voivala,,60.41112795,22.40953849,FÖLI,,0,,Europe/Helsinki
1326,1326,Nummenpuistokatu,,60.45700066,22.30358953,FÖLI,,0,,Europe/Helsinki
6705,6705,Isoheikoistentie,,60.43182117,22.74551381,V-S ELY,,0,,Europe/Helsinki
389,389,Suvelantie,,60.38711409,22.22258016,FÖLI,,0,,Europe/Helsinki
1783,1783,Mikkelinkuja,,60.54564195,22.30649153,FÖLI,,0,,Europe/Helsinki
6219,6219,Olkikaupungintie,,60.38008463,22.37968562,FÖLI,,0,,Europe/Helsinki
5015,5015,Vieru,,60.4990666,22.4325337,FÖLI,,0,,Europe/Helsinki
6713,6713,Mäkeläntie,,60.46834744,22.68685729,V-S ELY,,0,,Europe/Helsinki
6046,6046,Kaarinan terveyskeskus,,60.40734576,22.37512224,FÖLI,,0,,Europe/Helsinki
1738,1738,Haarlantie,,60.39310719,22.21197959,FÖLI,,0,,Europe/Helsinki
6078,6078,Paltantie,,60.44081556,22.40936348,FÖLI,,0,,Europe/Helsinki
5274,5274,Pahkamäen koulu,,60.55921179,22.4460576,FÖLI,,0,,Europe/Helsinki
201,201,Virusmäentie,,60.46514962,22.27296653,FÖLI,,0,,Europe/Helsinki
6636,6636,Kerkola,,60.43552189,22.68461376,V-S ELY,,0,,Europe/Helsinki
6118,6118,Tammi,,60.47557964,22.36655988,FÖLI,,0,,Europe/Helsinki
90,90,Moikoinen,,60.41209999,22.23508857,FÖLI,,0,,Europe/Helsinki
3007,3007,Ruona,,60.47754735,22.04167472,FÖLI,,0,,Europe/Helsinki
842,842,Peronkatu,,60.4492649,22.31597418,FÖLI,,0,,Europe/Helsinki
3168,3168,Aatilantie,,60.34509921,21.97666484,FÖLI,,0,,Europe/Helsinki
1159,1159,Haavikko,,60.63031785,22.42444743,FÖLI,,0,,Europe/Helsinki
802,802,Lukkosepänkatu,,60.47332449,22.20891895,FÖLI,,0,,Europe/Helsinki
T4,T4,Kauppatori,,60.45024849,22.26705573,FÖLI,,0,,Europe/Helsinki
5152,5152,Pränikkälä,,60.52912996,22.52639705,FÖLI,,0,,Europe/Helsinki
8950,8950,Nauvo,,60.19271529,21.90964615,V-S ELY,,0,,Europe/Helsinki
5413,5413,Lakiassuo,,60.57926628,22.70570345,FÖLI,,0,,Europe/Helsinki
6045,6045,Kaarina,,60.40791384,22.37129732,FÖLI,,0,,Europe/Helsinki
6212,6212,Papinholma,,60.3968974,22.38981658,FÖLI,,0,,Europe/Helsinki
6017,6017,Pohjola,,60.40637281,22.34801678,FÖLI,,0,,Europe/Helsinki
3219,3219,Taimon päiväkoti,,60.48277177,22.0390168,FÖLI,,0,,Europe/Helsinki
194,194,Kärsämäen koulu,,60.48223345,22.28796516,FÖLI,,0,,Europe/Helsinki
3110,3110,Kielokuja,,60.48911857,22.04331221,FÖLI,,0,,Europe/Helsinki
3148,3148,Taipaleentie,,60.38409441,21.92727883,FÖLI,,0,,Europe/Helsinki
6039,6039,Hovipojankuja,,60.40704909,22.36376874,FÖLI,,0,,Europe/Helsinki
1791,1791,Kiiraskuja,,60.54259582,22.29939556,FÖLI,,0,,Europe/Helsinki
PT4,PT4,Puutori,,60.45514168,22.26838088,FÖLI,,0,,Europe/Helsinki
1403,1403,Vesilaitos,,60.46250243,22.30434073,FÖLI,,0,,Europe/Helsinki
383,383,Uudenkyläntie,,60.37436146,22.19234671,FÖLI,,0,,Europe/Helsinki
5029,5029,Junninlaituri,,60.5095316,22.45674603,FÖLI,,0,,Europe/Helsinki
1322,1322,Kivikankareenkuja,,60.37509337,22.17831024,FÖLI,,0,,Europe/Helsinki
3254,3254,Sannaistentie,,60.44519096,21.82637002,FÖLI,,0,,Europe/Helsinki
922,922,Ratsumiehenkatu,,60.42020608,22.25912123,FÖLI,,0,,Europe/Helsinki
1658,1658,Kylämäki,,60.46154777,22.33368158,FÖLI,,0,,Europe/Helsinki
1283,1283,Kenraalintie,,60.35624311,22.26915672,FÖLI,,0,,Europe/Helsinki
1410,1410,Paavinkatu,,60.4702149,22.30761309,FÖLI,,0,,Europe/Helsinki
329,329,Ruuhikuja,,60.42388661,22.21979326,FÖLI,,0,,Europe/Helsinki
1092,1092,Urheilutalo,,60.51744577,22.34898838,FÖLI,,0,,Europe/Helsinki
686,686,Ahvenanmaankatu,,60.41371094,22.30893584,FÖLI,,0,,Europe/Helsinki
1615,1615,Lustokatu,,60.47734573,22.3007705,FÖLI,,0,,Europe/Helsinki
1716,1716,Puimalankuja,,60.43012523,22.28877716,FÖLI,,0,,Europe/Helsinki
1610,1610,Orikedonkatu,,60.48255686,22.31291355,FÖLI,,0,,Europe/Helsinki
1102,1102,Auvaismäki,,60.57478091,22.34988707,FÖLI,,0,,Europe/Helsinki
6687,6687,Mäntylä,,60.41257574,22.73841797,V-S ELY,,0,,Europe/Helsinki
929,929,Kunnallissairaalantie,,60.43555925,22.25928167,FÖLI,,0,,Europe/Helsinki
762,762,Jyrkkälä,,60.45969795,22.19581975,FÖLI,,0,,Europe/Helsinki
5033,5033,Piispalantie,,60.51034932,22.46253841,FÖLI,,0,,Europe/Helsinki
1099,1099,Merovinkikatu,,60.53684295,22.34913758,FÖLI,,0,,Europe/Helsinki
6148,6148,Hulkkio,,60.41424333,22.42898569,FÖLI,,0,,Europe/Helsinki
6159,6159,Rahinpolku,,60.42208848,22.4756836,FÖLI,,0,,Europe/Helsinki
817,817,Rautalankatu,,60.48627106,22.23318935,FÖLI,,0,,Europe/Helsinki
1405,1405,Paavinkatu,,60.47074456,22.30835597,FÖLI,,0,,Europe/Helsinki
3165,3165,Ylikylä,,60.28938661,21.93127078,FÖLI,,0,,Europe/Helsinki
6626,6626,Karpalotie,,60.4453851,22.70304189,V-S ELY,,0,,Europe/Helsinki
6163,6163,Littoistentie,,60.42593746,22.48736744,FÖLI,,0,,Europe/Helsinki
553,553,Ruissalo,,60.42320605,22.09449495,FÖLI,,0,,Europe/Helsinki
1185,1185,Urpontie,,60.45973319,22.26931344,FÖLI,,0,,Europe/Helsinki
3264,3264,Kaamanen,,60.53337161,21.78864634,FÖLI,,0,,Europe/Helsinki
3191,3191,Ylttinen,,60.40349081,21.86031497,FÖLI,,0,,Europe/Helsinki
5222,5222,Jukolantie,,60.48542196,22.45728332,FÖLI,,0,,Europe/Helsinki
3008,3008,Ruona,,60.47754161,22.04200354,FÖLI,,0,,Europe/Helsinki
6235,6235,Toivonlinnantie,,60.42355226,22.526118,FÖLI,,0,,Europe/Helsinki
5246,5246,Liedon kirkko,,60.50886918,22.45129674,FÖLI,,0,,Europe/Helsinki
631,631,Artukaistentie,,60.45716197,22.19257236,FÖLI,,0,,Europe/Helsinki
273,273,Saramäenpuisto,,60.46483842,22.27534258,FÖLI,,0,,Europe/Helsinki
3146,3146,Mäensyrjä,,60.38731786,21.91609216,FÖLI,,0,,Europe/Helsinki
5373,5373,Raarila rist,,60.55001025,22.66762929,FÖLI,,0,,Europe/Helsinki
3060,3060,Kirkonsalmi,,60.48537569,21.87587229,FÖLI,,0,,Europe/Helsinki
20,20,Autistenaukio,,60.46066679,22.26548142,FÖLI,,0,,Europe/Helsinki
1586,1586,Turun lentoasema,,60.51109169,22.27421118,FÖLI,,0,,Europe/Helsinki
1134,1134,Joenperäntie,,60.60978915,22.41250975,FÖLI,,0,,Europe/Helsinki
710,710,Lausteenpuisto,,60.43072825,22.33956417,FÖLI,,0,,Europe/Helsinki
343,343,Moikoinen,,60.41129864,22.23480609,FÖLI,,0,,Europe/Helsinki
1160,1160,Valuntie,,60.62507726,22.42524626,FÖLI,,0,,Europe/Helsinki
